Date,Adj Close
,XLI
2015-01-02,46.34125900268555
2015-01-05,45.258766174316406
2015-01-06,44.701141357421875
2015-01-07,45.037357330322266
2015-01-08,45.939422607421875
2015-01-09,45.447383880615234
2015-01-12,45.135772705078125
2015-01-13,45.045555114746094
2015-01-14,44.79955291748047
2015-01-15,44.586334228515625
2015-01-16,44.88154983520508
2015-01-20,45.201377868652344
2015-01-21,45.57039260864258
2015-01-22,46.30023956298828
2015-01-23,45.914825439453125
2015-01-26,45.97221755981445
2015-01-27,45.36539077758789
2015-01-28,44.971763610839844
2015-01-29,45.48839569091797
2015-01-30,44.75033950805664
2015-02-02,45.41460037231445
2015-02-03,46.152626037597656
2015-02-04,45.80001449584961
2015-02-05,46.19364547729492
2015-02-06,46.08702087402344
2015-02-09,45.96402359008789
2015-02-10,46.21823501586914
2015-02-11,46.23463821411133
2015-02-12,46.66926956176758
2015-02-13,46.88248062133789
2015-02-17,46.94808578491211
2015-02-18,47.210506439208984
2015-02-19,47.292518615722656
2015-02-20,47.6943359375
2015-02-23,47.489341735839844
2015-02-24,47.67792892456055
2015-02-25,47.57953643798828
2015-02-26,47.36631393432617
2015-02-27,47.14491271972656
2015-03-02,47.57953643798828
2015-03-03,47.27610397338867
2015-03-04,46.9071044921875
2015-03-05,46.939884185791016
2015-03-06,46.30023956298828
2015-03-09,46.7348747253418
2015-03-10,45.873809814453125
2015-03-11,45.824623107910156
2015-03-12,46.41505432128906
2015-03-13,45.98863220214844
2015-03-16,46.75127029418945
2015-03-17,46.56266784667969
2015-03-18,47.11210632324219
2015-03-19,46.792274475097656
2015-03-20,47.05672073364258
2015-03-23,46.66129684448242
2015-03-24,46.5047721862793
2015-03-25,45.71390151977539
2015-03-26,45.59033203125
2015-03-27,45.763336181640625
2015-03-30,46.405906677246094
2015-03-31,45.944576263427734
2015-04-01,45.639747619628906
2015-04-02,45.66446304321289
2015-04-06,46.01047134399414
2015-04-07,45.90338134765625
2015-04-08,46.05988311767578
2015-04-09,46.28232955932617
2015-04-10,46.93314743041992
2015-04-13,46.48828887939453
2015-04-14,46.54595184326172
2015-04-15,46.62833023071289
2015-04-16,46.52947998046875
2015-04-17,45.969276428222656
2015-04-20,46.5047721862793
2015-04-21,46.44710159301758
2015-04-22,46.64480972290039
2015-04-23,46.595394134521484
2015-04-24,46.39767074584961
2015-04-27,46.381187438964844
2015-04-28,46.46356964111328
2015-04-29,46.23291015625
2015-04-30,45.82923126220703
2015-05-01,46.405906677246094
2015-05-04,46.480045318603516
2015-05-05,45.85395050048828
